P(SSTP), P(ATCS), P(MDD), P(COVERT), Action, ,SSPT,ATCS,MDD,COVERT,n_tardy,pick_tardy
0.23971328139305115,0.25245681405067444,0.2504774034023285,0.2573525011539459,COVERT,,0,0,0,1,0,False
0.23885290324687958,0.25259265303611755,0.24963270127773285,0.2589217722415924,ATCS,,0,1,0,1,0,False
0.2393408715724945,0.2537749409675598,0.25365903973579407,0.2532251179218292,SSPT,,1,1,0,1,0,False
0.2392902821302414,0.2540995478630066,0.25121012330055237,0.25540003180503845,COVERT,,1,1,0,2,0,False
0.2395375818014145,0.2509426176548004,0.2546558976173401,0.2548639178276062,SSPT,,2,1,0,2,0,False
0.235856294631958,0.2523231506347656,0.25441059470176697,0.257409930229187,SSPT,,3,1,0,2,0,False
0.23944291472434998,0.2513878047466278,0.25239938497543335,0.25676989555358887,SSPT,,4,1,0,2,0,False
0.2381555289030075,0.25256308913230896,0.24871987104415894,0.260561466217041,MDD,,4,1,1,2,0,False
0.23987402021884918,0.2510731518268585,0.2508581876754761,0.25819459557533264,MDD,,4,1,2,2,0,False
0.2365090698003769,0.2582240700721741,0.24896235764026642,0.2563045024871826,SSPT,,5,1,2,2,0,False
0.23822982609272003,0.2497650682926178,0.2557060420513153,0.25629907846450806,ATCS,,5,2,2,2,0,False
0.24137356877326965,0.2495962679386139,0.24960064888000488,0.2594294846057892,MDD,,5,2,3,2,0,False
0.23920616507530212,0.2501334249973297,0.2536373436450958,0.25702306628227234,MDD,,5,2,4,2,0,False
0.23671339452266693,0.2564432919025421,0.2495335340499878,0.25730976462364197,MDD,,5,2,5,2,0,False
0.2363930344581604,0.2539122700691223,0.24996940791606903,0.25972530245780945,SSPT,,6,2,5,2,0,False
0.2383721023797989,0.24744835495948792,0.2622047960758209,0.25197476148605347,ATCS,,6,3,5,2,0,False
0.23896396160125732,0.2540658712387085,0.2525915205478668,0.25437867641448975,MDD,,6,3,6,2,0,False
0.23838761448860168,0.24944232404232025,0.25614437460899353,0.2560257017612457,SSPT,,7,3,6,2,0,False
0.23505352437496185,0.2530438303947449,0.25303301215171814,0.2588696777820587,ATCS,,7,4,6,2,0,False
0.24161842465400696,0.2491786926984787,0.2537224590778351,0.25548043847084045,COVERT,,7,4,6,3,0,False
0.23406018316745758,0.2562755346298218,0.2516569495201111,0.25800734758377075,ATCS,,7,5,6,3,0,False
0.2371876984834671,0.2536192238330841,0.2534579336643219,0.2557351589202881,ATCS,,7,6,6,3,0,False
0.23475933074951172,0.2563672363758087,0.2502223551273346,0.2586510479450226,ATCS,,7,7,6,3,0,False
0.23206676542758942,0.2526921331882477,0.25734850764274597,0.2578926086425781,SSPT,,8,7,6,3,0,False
0.23486988246440887,0.2528771460056305,0.2540547251701355,0.25819826126098633,COVERT,,8,7,6,4,0,False
0.2386157214641571,0.25184622406959534,0.2546495497226715,0.2548884451389313,MDD,,8,7,7,4,0,False
0.23418262600898743,0.2531079053878784,0.256149023771286,0.25656041502952576,ATCS,,8,8,7,4,1,False
0.22505086660385132,0.25428900122642517,0.2626568675041199,0.25800326466560364,MDD,,8,8,8,4,2,False
0.22656705975532532,0.25861188769340515,0.2566620111465454,0.25815898180007935,SSPT,,9,8,8,4,2,False
0.23252324759960175,0.2506018579006195,0.2622194290161133,0.25465551018714905,SSPT,,10,8,8,4,1,True
0.2303566336631775,0.24852357804775238,0.2655530273914337,0.25556668639183044,ATCS,,10,9,8,4,1,True
0.2338380366563797,0.2511511743068695,0.2647266685962677,0.2502841353416443,COVERT,,10,9,8,5,5,True
0.23236128687858582,0.25319579243659973,0.25802966952323914,0.2564132511615753,COVERT,,10,9,8,6,4,True
0.229509174823761,0.2540808618068695,0.25841236114501953,0.25799763202667236,COVERT,,10,9,8,7,4,True
0.23638883233070374,0.25091567635536194,0.254896879196167,0.25779858231544495,ATCS,,10,10,8,7,3,True
0.22842322289943695,0.2535979449748993,0.2631622850894928,0.25481656193733215,SSPT,,11,10,8,7,3,True
0.23263093829154968,0.24875465035438538,0.2635257840156555,0.25508859753608704,COVERT,,11,10,8,8,3,True
0.23295339941978455,0.2500368058681488,0.261063814163208,0.25594601035118103,SSPT,,12,10,8,8,3,True
0.23830293118953705,0.24831627309322357,0.255228191614151,0.2581525444984436,MDD,,12,10,9,8,3,True
0.2342994064092636,0.2532891631126404,0.2545931041240692,0.2578183114528656,ATCS,,12,11,9,8,3,True
0.23596999049186707,0.24850966036319733,0.2621706426143646,0.2533496618270874,ATCS,,12,12,9,8,4,True
0.2383631318807602,0.24535724520683289,0.2671423554420471,0.24913720786571503,COVERT,,12,12,9,9,5,True
0.2324211299419403,0.251778244972229,0.262626588344574,0.2531741261482239,COVERT,,12,12,9,10,5,True
0.2413584440946579,0.2432994246482849,0.2665598690509796,0.24878229200839996,MDD,,12,12,10,10,5,True
0.23490408062934875,0.2517711818218231,0.2610863447189331,0.2522384524345398,ATCS,,12,13,10,10,5,True
0.22483977675437927,0.2552025020122528,0.2583087980747223,0.26164892315864563,ATCS,,12,14,10,10,5,True
0.22680529952049255,0.25335827469825745,0.264029860496521,0.25580665469169617,SSPT,,13,14,10,10,5,True
0.2341494858264923,0.24553397297859192,0.26066842675209045,0.25964808464050293,MDD,,13,14,11,10,5,True
0.23774553835391998,0.24376428127288818,0.2671125531196594,0.251377671957016,MDD,,13,14,12,10,5,True
0.2371155023574829,0.2454259991645813,0.2608032822608948,0.25665518641471863,SSPT,,14,14,12,10,5,True
0.23299364745616913,0.24860496819019318,0.26681843400001526,0.25158289074897766,COVERT,,14,14,12,11,7,True
0.2342570275068283,0.2434636801481247,0.2703947126865387,0.2518845498561859,SSPT,,15,14,12,11,7,True
0.23423880338668823,0.2477264702320099,0.2618345022201538,0.25620022416114807,SSPT,,16,14,12,11,6,True
0.23661492764949799,0.24378514289855957,0.26648765802383423,0.253112256526947,ATCS,,16,15,12,11,6,True
0.2353055328130722,0.2401924878358841,0.2751027047634125,0.24939928948879242,MDD,,16,15,13,11,8,True
0.23795558512210846,0.24606920778751373,0.2714589834213257,0.24451611936092377,MDD,,16,15,14,11,8,True
0.23019225895404816,0.25057512521743774,0.27309077978134155,0.24614182114601135,MDD,,16,15,15,11,9,True
0.2252165526151657,0.25550714135169983,0.2684251666069031,0.2508510947227478,COVERT,,16,15,15,12,9,True
0.2212868183851242,0.2565898001194,0.26532959938049316,0.2567937970161438,MDD,,16,15,16,12,8,True
0.2327137142419815,0.2491842806339264,0.26519617438316345,0.25290584564208984,ATCS,,16,16,16,12,7,True
0.2360519915819168,0.24812404811382294,0.2641192376613617,0.25170469284057617,MDD,,16,16,17,12,6,True
0.2312602400779724,0.2491767704486847,0.2707744538784027,0.24878853559494019,ATCS,,16,17,17,12,6,True
0.23330824077129364,0.24822883307933807,0.26908600330352783,0.24937695264816284,ATCS,,16,18,17,12,5,True
0.23605550825595856,0.24722306430339813,0.2658085227012634,0.2509128749370575,MDD,,16,18,18,12,6,True
0.23599308729171753,0.2475614845752716,0.2618076503276825,0.25463777780532837,SSPT,,17,18,18,12,6,True
