P(SSTP), P(ATCS), P(MDD), P(COVERT), Action, ,SSPT,ATCS,MDD,COVERT,n_tardy,pick_tardy
0.2515268921852112,0.2481493502855301,0.2511444687843323,0.24917936325073242,MDD,,0,0,1,0,0,False
0.25410932302474976,0.24721969664096832,0.248291015625,0.2503799796104431,ATCS,,0,1,1,0,0,False
0.2542760670185089,0.24482020735740662,0.25016969442367554,0.25073397159576416,MDD,,0,1,2,0,0,False
0.2506168782711029,0.24729618430137634,0.25087279081344604,0.2512141764163971,SSPT,,1,1,2,0,0,False
0.25066664814949036,0.2470492273569107,0.2503169775009155,0.251967191696167,MDD,,1,1,3,0,0,False
0.24695296585559845,0.24923692643642426,0.2523140609264374,0.2514960467815399,COVERT,,1,1,3,1,0,False
0.2537534832954407,0.24974516034126282,0.24982282519340515,0.24667854607105255,SSPT,,2,1,3,1,0,False
0.25157859921455383,0.2497759908437729,0.2488565593957901,0.24978883564472198,ATCS,,2,2,3,1,0,False
0.24939386546611786,0.24989037215709686,0.24869270622730255,0.25202298164367676,MDD,,2,2,4,1,0,False
0.25253036618232727,0.24706922471523285,0.24911922216415405,0.25128117203712463,SSPT,,3,2,4,1,0,False
0.25145792961120605,0.24854156374931335,0.2485453188419342,0.2514551877975464,SSPT,,4,2,4,1,0,False
0.2540058493614197,0.24770517647266388,0.24812451004981995,0.2501644790172577,COVERT,,4,2,4,2,0,False
0.2487667053937912,0.2507021725177765,0.247041255235672,0.2534898519515991,COVERT,,4,2,4,3,0,False
0.25290048122406006,0.247680202126503,0.24829494953155518,0.25112438201904297,MDD,,4,2,5,3,0,False
0.25368449091911316,0.24502161145210266,0.24930770695209503,0.25198623538017273,ATCS,,4,3,5,3,0,False
0.24867646396160126,0.24574941396713257,0.2498633712530136,0.2557107210159302,COVERT,,4,3,5,4,0,False
0.25353488326072693,0.2463463395833969,0.24952483177185059,0.25059399008750916,COVERT,,4,3,5,5,0,False
0.25109970569610596,0.24721123278141022,0.2495737373828888,0.25211524963378906,COVERT,,4,3,5,6,0,False
0.2506919205188751,0.2476041465997696,0.24441708624362946,0.25728681683540344,COVERT,,4,3,5,7,0,False
0.25617656111717224,0.2440270334482193,0.24388207495212555,0.2559143304824829,MDD,,4,3,6,7,0,False
0.2541075348854065,0.24635422229766846,0.2456151396036148,0.25392305850982666,MDD,,4,3,7,7,0,False
0.2508695721626282,0.2445550113916397,0.24842797219753265,0.25614744424819946,COVERT,,4,3,7,8,1,False
0.24809135496616364,0.24600538611412048,0.2499912828207016,0.2559119760990143,COVERT,,4,3,7,9,1,False
0.25274258852005005,0.24734465777873993,0.2492195963859558,0.2506932318210602,ATCS,,4,4,7,9,1,False
0.24694956839084625,0.25005030632019043,0.2507087290287018,0.25229135155677795,COVERT,,4,4,7,10,2,False
0.24679522216320038,0.2512384057044983,0.25030800700187683,0.2516583502292633,COVERT,,4,4,7,11,2,False
0.24650229513645172,0.25213712453842163,0.24500581622123718,0.25635474920272827,SSPT,,5,4,7,11,2,False
0.24581843614578247,0.2508969008922577,0.2471388429403305,0.2561458349227905,SSPT,,6,4,7,11,2,False
0.24783481657505035,0.2494344860315323,0.24992336332798004,0.2528073787689209,SSPT,,7,4,7,11,2,False
0.2504633367061615,0.2462042272090912,0.24977512657642365,0.25355732440948486,ATCS,,7,5,7,11,1,True
0.253334641456604,0.2474055141210556,0.24730388820171356,0.2519559860229492,MDD,,7,5,8,11,0,True
0.25033435225486755,0.24388353526592255,0.2462950348854065,0.2594870924949646,COVERT,,7,5,8,12,0,True
0.24842597544193268,0.24718908965587616,0.2501612901687622,0.25422361493110657,ATCS,,7,6,8,12,1,True
0.24951468408107758,0.24579934775829315,0.24865980446338654,0.25602617859840393,COVERT,,7,6,8,13,1,True
0.25386688113212585,0.24319909512996674,0.24573859572410583,0.25719550251960754,SSPT,,8,6,8,13,1,True
0.2512041926383972,0.24532140791416168,0.24952685832977295,0.25394755601882935,ATCS,,8,7,8,13,1,True
0.2429199069738388,0.2528749108314514,0.25235801935195923,0.25184714794158936,MDD,,8,7,9,13,2,True
0.250943124294281,0.24580791592597961,0.25129780173301697,0.2519511878490448,MDD,,8,7,10,13,1,True
0.2493295967578888,0.2483091950416565,0.2507539689540863,0.2516072392463684,MDD,,8,7,11,13,1,True
0.24634671211242676,0.24945250153541565,0.25406450033187866,0.25013628602027893,MDD,,8,7,12,13,1,True
0.2532963454723358,0.24562674760818481,0.2473335862159729,0.25374335050582886,ATCS,,8,8,12,13,0,True
0.24984359741210938,0.24842886626720428,0.24937374889850616,0.25235384702682495,ATCS,,8,9,12,13,0,True
0.25079774856567383,0.24981191754341125,0.24829769134521484,0.25109270215034485,ATCS,,8,10,12,13,0,True
0.2524492144584656,0.2482144683599472,0.2479039430618286,0.2514323592185974,COVERT,,8,10,12,14,0,True
0.2532418966293335,0.24701355397701263,0.2476707398891449,0.25207382440567017,COVERT,,8,10,12,15,0,True
0.2523791491985321,0.2439427673816681,0.24899922311306,0.2546788156032562,MDD,,8,10,13,15,0,True
0.25130775570869446,0.2469921112060547,0.2463548481464386,0.25534528493881226,COVERT,,8,10,13,16,0,True
0.25225967168807983,0.24732279777526855,0.24719436466693878,0.25322315096855164,ATCS,,8,11,13,16,0,True
0.25222134590148926,0.24756434559822083,0.24813149869441986,0.25208285450935364,MDD,,8,11,14,16,0,True
0.2519817054271698,0.24725724756717682,0.24621324241161346,0.25454774498939514,COVERT,,8,11,14,17,0,True
0.24961204826831818,0.24633727967739105,0.2454329878091812,0.25861769914627075,SSPT,,9,11,14,17,1,True
0.2502521276473999,0.24714244902133942,0.2475566864013672,0.2550487518310547,COVERT,,9,11,14,18,1,True
0.24738574028015137,0.25089237093925476,0.24989669024944305,0.2518252432346344,MDD,,9,11,15,18,1,True
0.2519966959953308,0.24690595269203186,0.24850749969482422,0.25258979201316833,MDD,,9,11,16,18,0,True
0.24945633113384247,0.2499435842037201,0.2492985725402832,0.2513015568256378,ATCS,,9,12,16,18,1,True
0.25114011764526367,0.2434990406036377,0.2530096173286438,0.25235119462013245,COVERT,,9,12,16,19,1,True
0.24789616465568542,0.24626295268535614,0.25246381759643555,0.2533770501613617,MDD,,9,12,17,19,1,True
0.24574029445648193,0.24910563230514526,0.25252053141593933,0.2526335120201111,MDD,,9,12,18,19,1,True
0.2520785331726074,0.245681494474411,0.2474912852048874,0.2547486424446106,COVERT,,9,12,18,20,0,True
0.2536703646183014,0.24492350220680237,0.2483574002981186,0.25304871797561646,COVERT,,9,12,18,21,0,True
0.250907301902771,0.24708552658557892,0.24701383709907532,0.25499334931373596,ATCS,,9,13,18,21,0,True
0.2512041926383972,0.24786700308322906,0.24941778182983398,0.2515110373497009,COVERT,,9,13,18,22,0,True
0.24570415914058685,0.24959824979305267,0.2539195418357849,0.25077810883522034,ATCS,,9,14,18,22,0,True
0.25167301297187805,0.24851450324058533,0.24992121756076813,0.2498912662267685,ATCS,,9,15,18,22,0,True
0.2524455785751343,0.24420377612113953,0.24571460485458374,0.25763607025146484,MDD,,9,15,19,22,0,True
0.24927805364131927,0.24720801413059235,0.25042685866355896,0.25308704376220703,MDD,,9,15,20,22,0,True
0.253061443567276,0.24992552399635315,0.24705858528614044,0.2499544322490692,MDD,,9,15,21,22,0,True
0.2502370774745941,0.24685169756412506,0.2522885799407959,0.2506226897239685,COVERT,,9,15,21,23,0,True
0.25269222259521484,0.2479562759399414,0.24846677482128143,0.2508847713470459,COVERT,,9,15,21,24,0,True
0.2510262727737427,0.24725180864334106,0.24381059408187866,0.25791135430336,COVERT,,9,15,21,25,0,True
0.2518262267112732,0.24459141492843628,0.24734367430210114,0.256238728761673,SSPT,,10,15,21,25,0,True
0.2510503828525543,0.24601729214191437,0.24952223896980286,0.2534100413322449,COVERT,,10,15,21,26,0,True
0.24780115485191345,0.24605916440486908,0.25032684206962585,0.2558128237724304,ATCS,,10,16,21,26,0,True
0.2529301345348358,0.2475936859846115,0.24757567048072815,0.25190049409866333,SSPT,,11,16,21,26,0,True
0.25116026401519775,0.246320441365242,0.25057917833328247,0.2519401013851166,SSPT,,12,16,21,26,0,True
0.2527659237384796,0.24658329784870148,0.24875682592391968,0.2518940269947052,SSPT,,13,16,21,26,0,True
0.25036823749542236,0.24684400856494904,0.24934858083724976,0.25343915820121765,ATCS,,13,17,21,26,0,True
0.24856789410114288,0.24607634544372559,0.2524934411048889,0.2528623044490814,ATCS,,13,18,21,26,0,True
0.25157803297042847,0.2471621334552765,0.24967995285987854,0.2515799105167389,SSPT,,14,18,21,26,0,True
0.24914385378360748,0.2453191727399826,0.2528289258480072,0.25270798802375793,ATCS,,14,19,21,26,0,True
0.25125154852867126,0.2482922077178955,0.24879874289035797,0.25165748596191406,COVERT,,14,19,21,27,0,True
0.2520255744457245,0.24739184975624084,0.24846646189689636,0.2521161437034607,SSPT,,15,19,21,27,0,True
0.2507286071777344,0.24855723977088928,0.2494477480649948,0.2512664496898651,COVERT,,15,19,21,28,0,True
0.249355286359787,0.24839207530021667,0.25002288818359375,0.2522297501564026,ATCS,,15,20,21,28,0,True
0.25389352440834045,0.24739903211593628,0.24859215319156647,0.2501152753829956,COVERT,,15,20,21,29,0,True
0.2523321211338043,0.2480575293302536,0.2490406334400177,0.25056973099708557,ATCS,,15,21,21,29,0,True
0.2519272565841675,0.24690096080303192,0.24655941128730774,0.25461244583129883,MDD,,15,21,22,29,0,True
0.25078916549682617,0.24462024867534637,0.2493971437215805,0.25519344210624695,COVERT,,15,21,22,30,0,True
0.2543368637561798,0.24473942816257477,0.24770967662334442,0.2532139718532562,MDD,,15,21,23,30,0,True
0.25315555930137634,0.24748992919921875,0.24907834827899933,0.2502761781215668,MDD,,15,21,24,30,0,True
0.25463399291038513,0.24670059978961945,0.24511314928531647,0.25355228781700134,COVERT,,15,21,24,31,0,True
0.2527255117893219,0.24547499418258667,0.24879686534404755,0.2530026435852051,ATCS,,15,22,24,31,0,True
0.2557189464569092,0.2419980764389038,0.24799440801143646,0.25428861379623413,MDD,,15,22,25,31,0,True
0.25022271275520325,0.24616919457912445,0.24832472205162048,0.2552834451198578,ATCS,,15,23,25,31,0,True
0.2519080936908722,0.24641698598861694,0.24898068606853485,0.2526942193508148,MDD,,15,23,26,31,0,True
0.2501128017902374,0.24519631266593933,0.24566031992435455,0.2590305507183075,SSPT,,16,23,26,31,0,True
0.2526821494102478,0.24495729804039001,0.24536782503128052,0.25699278712272644,SSPT,,17,23,26,31,1,True
0.2475060224533081,0.244988352060318,0.25192826986312866,0.25557732582092285,MDD,,17,23,27,31,1,True
0.25488629937171936,0.2464836686849594,0.24936534464359283,0.2492646872997284,COVERT,,17,23,27,32,1,True
0.24675191938877106,0.25100916624069214,0.25473952293395996,0.24749937653541565,MDD,,17,23,28,32,1,True
P(SSTP), P(ATCS), P(MDD), P(COVERT), Action, ,SSPT,ATCS,MDD,COVERT,n_tardy,pick_tardy
0.2552732527256012,0.23812098801136017,0.26510751247406006,0.2414982169866562,ATCS,,0,1,0,0,0,False
0.2507966160774231,0.2450699806213379,0.26195028424263,0.24218308925628662,SSPT,,1,1,0,0,0,False
0.24990214407444,0.24232976138591766,0.26209238171577454,0.24567577242851257,SSPT,,2,1,0,0,0,False
0.25414398312568665,0.24321165680885315,0.26233047246932983,0.2403138130903244,COVERT,,2,1,0,1,0,False
0.25295892357826233,0.24233537912368774,0.26070454716682434,0.24400116503238678,MDD,,2,1,1,1,0,False
0.25079846382141113,0.24251334369182587,0.264883428812027,0.24180477857589722,MDD,,2,1,2,1,0,False
0.2506010830402374,0.24375534057617188,0.2620352506637573,0.24360841512680054,COVERT,,2,1,2,2,0,False
0.24957281351089478,0.2419121414422989,0.2619771957397461,0.24653789401054382,MDD,,2,1,3,2,0,False
0.2517843246459961,0.24412031471729279,0.26225829124450684,0.24183714389801025,MDD,,2,1,4,2,0,False
0.2493911236524582,0.24641983211040497,0.2600618898868561,0.24412724375724792,ATCS,,2,2,4,2,0,False
0.24567821621894836,0.24705751240253448,0.26653143763542175,0.2407328337430954,COVERT,,2,2,4,3,0,False
0.2502235174179077,0.23946022987365723,0.2628647983074188,0.24745146930217743,ATCS,,2,3,4,3,0,False
0.25066789984703064,0.24250677227973938,0.2615744471549988,0.24525092542171478,COVERT,,2,3,4,4,0,False
0.2516905963420868,0.24188171327114105,0.26250985264778137,0.24391791224479675,COVERT,,2,3,4,5,0,False
0.2527256906032562,0.2427995651960373,0.2619803249835968,0.24249447882175446,MDD,,2,3,5,5,0,False
0.25089025497436523,0.2437165528535843,0.26019150018692017,0.2452017217874527,MDD,,2,3,6,5,0,False
0.25239676237106323,0.24367597699165344,0.25958430767059326,0.24434293806552887,SSPT,,3,3,6,5,0,False
0.24752552807331085,0.24459309875965118,0.2638382315635681,0.24404312670230865,COVERT,,3,3,6,6,0,False
