P(SSTP), P(ATCS), P(MDD), P(COVERT), Action, ,SSPT,ATCS,MDD,COVERT,n_tardy,pick_tardy
0.2752733528614044,0.23235902190208435,0.12170260399580002,0.3706649839878082,ATCS,,0,1,0,0,0,False
0.2806971073150635,0.2343270182609558,0.11307725310325623,0.3718985617160797,ATCS,,0,2,0,0,0,False
0.2997071444988251,0.2277483195066452,0.11446955800056458,0.35807499289512634,COVERT,,0,2,0,1,0,False
0.2858889102935791,0.23237788677215576,0.10779847949743271,0.3739347755908966,MDD,,0,2,1,1,0,False
0.2883116602897644,0.22653749585151672,0.10150347650051117,0.3836473822593689,MDD,,0,2,2,1,0,False
0.2837892472743988,0.23127426207065582,0.1251307874917984,0.3598056733608246,ATCS,,0,3,2,1,0,False
0.2817583978176117,0.2346287965774536,0.12302985787391663,0.36058294773101807,COVERT,,0,3,2,2,0,False
0.2913612425327301,0.2311088740825653,0.10882130265235901,0.3687085509300232,SSPT,,1,3,2,2,0,False
0.2847694754600525,0.2317405641078949,0.11527119576931,0.3682187497615814,SSPT,,2,3,2,2,0,False
0.28563278913497925,0.22778548300266266,0.10207235813140869,0.3845093250274658,MDD,,2,3,3,2,0,False
0.2813076972961426,0.2317357361316681,0.10270307958126068,0.38425344228744507,SSPT,,3,3,3,2,0,False
0.2860170304775238,0.22318701446056366,0.09703519195318222,0.3937607705593109,MDD,,3,3,4,2,0,False
0.28892531991004944,0.23118363320827484,0.11387798935174942,0.36601313948631287,ATCS,,3,4,4,2,0,False
0.27763256430625916,0.17730726301670074,0.03790806233882904,0.5071521401405334,SSPT,,4,4,4,2,0,False
0.2715575397014618,0.18662461638450623,0.04168066754937172,0.5001372694969177,COVERT,,4,4,4,3,0,False
0.2687212824821472,0.2006009966135025,0.044487398117780685,0.4861903190612793,ATCS,,4,5,4,3,0,False
0.2819054424762726,0.16183780133724213,0.023929355666041374,0.53232741355896,SSPT,,5,5,4,3,0,False
0.28841879963874817,0.15905150771141052,0.0220829825848341,0.5304467082023621,COVERT,,5,5,4,4,0,False
0.31229227781295776,0.18795499205589294,0.04308551549911499,0.4566672146320343,MDD,,5,5,5,4,1,False
0.31249526143074036,0.19589833915233612,0.04215852543711662,0.4494478404521942,COVERT,,5,5,5,5,2,False
0.29419875144958496,0.19293789565563202,0.044491250067949295,0.468372106552124,MDD,,5,5,6,5,2,False
0.29670795798301697,0.18613241612911224,0.042133841663599014,0.4750257432460785,ATCS,,5,6,6,5,1,True
