P(SSTP), P(ATCS), P(MDD), P(COVERT), Action, ,SSPT,ATCS,MDD,COVERT,n_tardy,pick_tardy
0.0035747105721384287,0.0016818174626678228,0.06202111020684242,0.9327223300933838,MDD,,0,0,1,0,0,False
0.0034556749742478132,0.0016732143703848124,0.05644439160823822,0.9384267330169678,COVERT,,0,0,1,1,0,False
0.003675383049994707,0.0016818161820992827,0.061700981110334396,0.9329418540000916,COVERT,,0,0,1,2,0,False
0.0036812375765293837,0.0016858603339642286,0.05897129699587822,0.9356616139411926,COVERT,,0,0,1,3,0,False
0.003449460258707404,0.0016385442577302456,0.03982578217983246,0.9550861716270447,COVERT,,0,0,1,4,0,False
0.0035473715979605913,0.0015261041698977351,0.05326679348945618,0.9416597485542297,COVERT,,0,0,1,5,0,False
0.0033379646483808756,0.001684025744907558,0.042558684945106506,0.9524192810058594,COVERT,,0,0,1,6,0,False
0.0037847328931093216,0.0018619170878082514,0.04229691997170448,0.9520564079284668,COVERT,,0,0,1,7,0,False
0.0030502008739858866,0.0010128802387043834,0.03430282697081566,0.9616340398788452,COVERT,,0,0,1,8,0,False
0.0032597326207906008,0.000988429062999785,0.03347696363925934,0.9622748494148254,COVERT,,0,0,1,9,0,False
0.003983336966484785,0.0014876376371830702,0.03407216817140579,0.9604568481445312,COVERT,,0,0,1,10,0,False
0.0040341648273169994,0.0014554724330082536,0.037867091596126556,0.956643283367157,COVERT,,0,0,1,11,0,False
0.0037635299377143383,0.0014770113630220294,0.035861220210790634,0.9588982462882996,COVERT,,0,0,1,12,0,False
0.004671595990657806,0.0019690494518727064,0.04400581121444702,0.9493535161018372,COVERT,,0,0,1,13,1,False
0.004069804213941097,0.0013179847737774253,0.032472994178533554,0.9621391892433167,COVERT,,0,0,1,14,1,False
0.004268593154847622,0.0014979022089391947,0.03746400773525238,0.9567695260047913,COVERT,,0,0,1,15,1,False
0.003440892556682229,0.0014084945432841778,0.029023416340351105,0.9661272168159485,COVERT,,0,0,1,16,1,False
0.004121061414480209,0.0014157702680677176,0.035799913108348846,0.9586632251739502,COVERT,,0,0,1,17,2,False
0.0031576629262417555,0.0011372443987056613,0.030109604820609093,0.9655954837799072,COVERT,,0,0,1,18,2,False
0.003637387417256832,0.0015055245021358132,0.03820636123418808,0.9566507339477539,COVERT,,0,0,1,19,1,True
0.0033366631250828505,0.0014928224263712764,0.03702273219823837,0.9581478238105774,COVERT,,0,0,1,20,1,True
0.004282734356820583,0.0018906979821622372,0.043721575289964676,0.9501050114631653,COVERT,,0,0,1,21,1,True
0.004012714140117168,0.0016893746796995401,0.056198809295892715,0.9380990862846375,COVERT,,0,0,1,22,0,True
0.003556864568963647,0.0015859362902119756,0.04612020403146744,0.9487369656562805,COVERT,,0,0,1,23,0,True
0.0036380572710186243,0.0015251367585733533,0.05333862453699112,0.9414982199668884,COVERT,,0,0,1,24,0,True
0.003136207116767764,0.0014632545644417405,0.04394646733999252,0.9514540433883667,COVERT,,0,0,1,25,0,True
0.0037582600489258766,0.0017108817119151354,0.061069902032613754,0.9334610104560852,COVERT,,0,0,1,26,0,True
0.0037029655650258064,0.001403706963174045,0.044057697057724,0.9508357048034668,COVERT,,0,0,1,27,0,True
0.0035403005313128233,0.0015887836925685406,0.05244404450058937,0.9424268007278442,COVERT,,0,0,1,28,0,True
0.0039225006476044655,0.0017952489433810115,0.056927263736724854,0.9373549818992615,COVERT,,0,0,1,29,0,True
