episode, reward, reward_tard, reward_setup, SSPT, ATCS, MDD, COVERT,Average tardy jobs
480,-80.55,-84.30,-76.80,0,0,2,98,3.47
481,-94.14,-99.89,-88.40,0,0,1,99,5.77
482,-84.14,-85.07,-83.20,0,1,2,97,1.66
483,-80.71,-81.63,-79.80,1,0,1,98,2.74
484,-85.01,-95.02,-75.00,0,0,4,96,0.22
485,-86.68,-96.37,-77.00,0,0,4,96,0.54
486,-80.79,-86.58,-75.00,0,0,1,99,0.14
487,-83.28,-86.35,-80.20,0,0,3,97,0.30
488,-83.39,-88.59,-78.20,0,0,2,98,1.40
489,-82.59,-85.38,-79.80,0,0,2,98,0.89
490,-85.79,-92.17,-79.40,1,0,1,98,0.83
491,-87.57,-99.54,-75.60,0,0,3,97,5.14
492,-86.93,-97.46,-76.40,0,0,0,100,0.54
493,-85.28,-91.55,-79.00,0,0,1,99,0.78
494,-85.10,-88.79,-81.40,0,1,0,99,1.08
495,-80.41,-80.82,-80.00,0,0,2,98,0.11
496,-83.86,-91.51,-76.20,0,0,0,100,1.89
497,-82.43,-86.47,-78.40,1,0,3,96,0.70
498,-82.48,-85.15,-79.80,0,1,3,96,1.56
499,-86.29,-96.58,-76.00,0,0,0,100,5.34
500,-89.69,-98.19,-81.20,0,0,1,99,1.48
501,-88.28,-95.95,-80.60,0,0,3,97,0.88
502,-84.28,-88.75,-79.80,0,0,4,96,0.15
503,-88.20,-91.79,-84.60,0,0,1,99,3.13
504,-90.35,-99.50,-81.20,1,0,2,97,0.69
505,-85.40,-95.60,-75.20,0,0,0,100,2.66
506,-80.23,-84.46,-76.00,0,0,0,100,0.19
507,-80.42,-82.63,-78.20,1,0,3,96,0.40
508,-82.60,-88.39,-76.80,1,0,0,99,3.68
509,-84.40,-93.99,-74.80,0,0,3,97,0.82
510,-84.60,-83.80,-85.40,0,0,0,100,0.20
511,-84.20,-91.81,-76.60,0,0,0,100,0.67
512,-78.22,-75.24,-81.20,0,0,1,99,1.30
513,-88.35,-97.70,-79.00,0,0,1,99,3.85
514,-86.00,-94.60,-77.40,0,0,1,99,1.13
515,-83.55,-88.90,-78.20,1,0,2,97,0.69
516,-82.02,-86.44,-77.60,0,0,1,99,0.71
517,-84.37,-92.33,-76.40,0,0,1,99,1.17
518,-81.71,-80.62,-82.80,1,0,1,98,1.13
519,-86.76,-92.52,-81.00,0,0,2,98,6.24
520,-86.55,-90.29,-82.80,0,0,1,99,0.16
521,-84.95,-91.70,-78.20,0,0,5,95,0.00
522,-88.06,-98.72,-77.40,0,0,2,98,1.14
523,-90.58,-96.97,-84.20,0,0,2,98,0.63
524,-75.15,-74.70,-75.60,0,0,0,100,0.71
525,-82.96,-88.93,-77.00,0,0,1,99,1.79
526,-84.95,-96.49,-73.40,0,0,0,100,2.71
527,-86.95,-94.69,-79.20,0,0,0,100,0.67
528,-89.52,-99.84,-79.20,0,0,1,99,0.61
529,-92.40,-99.80,-85.00,0,0,1,99,4.66
530,-84.28,-92.35,-76.20,0,0,3,97,0.24
531,-91.07,-99.53,-82.60,0,0,1,99,0.96
532,-87.01,-99.43,-74.60,0,0,2,98,1.99
533,-87.41,-90.82,-84.00,0,0,2,98,1.68
534,-87.07,-92.54,-81.60,0,1,0,99,0.33
535,-82.36,-86.13,-78.60,0,0,2,98,1.19
536,-89.62,-99.24,-80.00,0,0,2,98,0.17
537,-70.84,-65.48,-76.20,0,0,3,97,0.03
538,-88.99,-94.98,-83.00,0,0,1,99,0.39
539,-88.20,-99.00,-77.40,1,0,4,95,1.25
540,-82.50,-90.40,-74.60,0,0,0,100,6.82
541,-78.85,-77.30,-80.40,0,0,3,97,1.99
542,-84.55,-97.90,-71.20,0,0,1,99,1.82
543,-84.75,-90.31,-79.20,0,0,1,99,0.16
544,-86.72,-93.24,-80.20,0,0,2,98,0.01
545,-84.78,-91.97,-77.60,1,0,1,98,0.12
546,-87.79,-98.77,-76.80,0,0,0,100,2.59
547,-81.45,-82.30,-80.60,0,0,1,99,0.08
548,-88.26,-99.72,-76.80,0,0,0,100,1.19
549,-77.40,-78.00,-76.80,0,0,1,99,0.24
550,-86.41,-92.42,-80.40,0,0,1,99,0.75
551,-81.08,-84.77,-77.40,0,0,1,99,0.11
552,-81.99,-85.19,-78.80,0,0,1,99,0.72
553,-83.46,-86.11,-80.80,0,0,1,99,0.32
554,-81.97,-80.14,-83.80,0,0,3,97,1.11
555,-88.15,-99.70,-76.60,0,0,3,97,1.27
556,-88.59,-95.77,-81.40,0,0,1,99,0.90
557,-80.11,-78.03,-82.20,0,0,1,99,0.81
558,-85.46,-91.33,-79.60,0,0,2,98,0.12
559,-89.64,-94.07,-85.20,0,0,2,98,0.53
560,-89.20,-98.00,-80.40,0,0,1,99,1.27
561,-91.32,-97.83,-84.80,0,0,0,100,2.65
562,-85.11,-88.41,-81.80,0,0,0,100,5.18
563,-85.36,-92.13,-78.60,0,0,1,99,3.93
564,-88.81,-98.01,-79.60,0,0,1,99,0.64
565,-82.16,-92.91,-71.40,0,0,0,100,4.96
566,-86.76,-98.31,-75.20,0,0,1,99,0.68
567,-80.85,-84.10,-77.60,0,0,1,99,0.17
568,-83.41,-90.81,-76.00,0,0,1,99,0.99
569,-82.30,-90.00,-74.60,0,0,3,97,1.33
570,-88.72,-97.43,-80.00,0,0,0,100,1.13
571,-85.76,-98.72,-72.80,0,0,0,100,3.00
572,-88.80,-95.20,-82.40,0,0,0,100,2.85
573,-90.16,-99.51,-80.80,0,0,4,96,0.45
574,-82.12,-89.04,-75.20,0,0,0,100,2.43
575,-88.87,-99.34,-78.40,0,1,1,98,1.72
576,-85.19,-89.38,-81.00,0,0,3,97,0.19
577,-77.84,-80.28,-75.40,1,0,0,99,0.56
578,-80.49,-80.77,-80.20,0,0,3,97,0.32
579,-87.84,-96.88,-78.80,0,0,4,96,1.05
580,-74.32,-72.03,-76.60,0,0,4,96,0.19
581,-84.31,-94.82,-73.80,0,0,4,96,0.01
582,-83.94,-93.28,-74.60,0,0,3,97,1.50
583,-75.10,-75.41,-74.80,0,0,1,99,0.10
584,-91.38,-97.56,-85.20,0,0,0,100,1.53
585,-85.55,-90.10,-81.00,0,0,0,100,1.31
586,-88.45,-99.29,-77.60,1,0,3,96,0.55
587,-88.81,-99.43,-78.20,0,0,2,98,0.28
588,-82.33,-85.46,-79.20,0,0,1,99,2.63
589,-77.73,-77.85,-77.60,0,0,3,97,0.31
590,-82.16,-86.13,-78.20,0,0,0,100,7.47
591,-84.95,-85.30,-84.60,0,0,2,98,1.53
592,-72.85,-66.49,-79.20,0,0,2,98,0.19
593,-87.48,-95.95,-79.00,0,0,0,100,0.69
594,-86.46,-95.51,-77.40,0,0,3,97,0.07
595,-85.21,-89.83,-80.60,0,0,4,96,0.04
596,-84.08,-89.76,-78.40,0,0,3,97,1.75
597,-80.87,-75.55,-86.20,0,0,4,96,0.31
598,-86.43,-87.66,-85.20,0,0,3,97,0.92
599,-85.46,-90.93,-80.00,0,0,2,98,4.12
600,-84.31,-96.63,-72.00,0,0,2,98,0.09
601,-89.24,-99.49,-79.00,1,0,1,98,1.66
602,-88.90,-99.20,-78.60,0,0,2,98,0.06
603,-83.19,-89.19,-77.20,0,0,2,98,0.58
604,-86.61,-94.82,-78.40,0,0,2,98,2.42
605,-84.37,-85.35,-83.40,0,0,3,97,0.49
606,-89.93,-95.67,-84.20,0,0,0,100,4.72
607,-88.84,-97.87,-79.80,0,0,0,100,2.99
608,-77.29,-73.78,-80.80,0,0,3,97,0.00
609,-80.51,-81.22,-79.80,0,0,5,95,0.33
610,-88.82,-99.04,-78.60,0,0,0,100,1.12
611,-85.87,-91.74,-80.00,0,0,4,96,1.70
612,-72.25,-68.30,-76.20,0,0,7,93,0.02
613,-89.77,-99.35,-80.20,0,0,3,97,0.78
614,-81.48,-89.57,-73.40,0,0,3,97,0.25
615,-83.68,-87.17,-80.20,0,0,5,95,0.81
616,-87.88,-92.76,-83.00,0,0,2,98,5.27
617,-82.01,-86.02,-78.00,1,0,2,97,1.31
618,-83.25,-87.10,-79.40,0,0,5,95,0.07
619,-86.80,-97.39,-76.20,1,0,1,98,3.05
620,-89.75,-99.89,-79.60,0,0,3,97,5.50
621,-89.18,-99.76,-78.60,0,0,4,96,1.08
622,-85.84,-97.07,-74.60,0,0,5,95,2.54
623,-79.46,-76.33,-82.60,0,1,6,93,0.28
624,-85.76,-92.52,-79.00,0,0,5,95,0.39
625,-87.32,-99.84,-74.80,0,0,4,96,2.37
626,-90.86,-98.51,-83.20,0,0,3,97,1.93
627,-82.30,-90.21,-74.40,0,0,7,93,0.22
628,-71.53,-69.05,-74.00,0,0,2,98,0.31
629,-78.95,-81.30,-76.60,0,0,1,99,3.97
630,-89.06,-97.52,-80.60,0,0,4,96,0.23
631,-84.99,-94.18,-75.80,0,0,8,92,1.24
632,-77.02,-75.85,-78.20,1,0,8,91,0.11
633,-82.53,-86.26,-78.80,0,0,5,95,0.42
634,-84.70,-91.20,-78.20,0,0,0,100,4.68
635,-90.14,-97.88,-82.40,0,0,9,91,0.51
636,-79.70,-78.59,-80.80,0,0,5,95,0.74
637,-87.08,-96.36,-77.80,0,0,4,96,0.52
638,-88.48,-98.55,-78.40,1,0,7,92,0.48
639,-73.38,-73.56,-73.20,1,0,2,97,0.25
640,-82.76,-80.52,-85.00,2,0,3,95,0.59
641,-82.25,-87.30,-77.20,0,0,10,90,0.05
642,-72.57,-71.33,-73.80,0,0,6,94,0.06
643,-81.20,-77.81,-84.60,0,0,3,97,2.92
644,-75.97,-71.93,-80.00,0,0,5,95,0.07
645,-86.38,-91.37,-81.40,1,0,3,96,2.56
646,-87.10,-96.19,-78.00,1,1,5,93,1.44
647,-72.38,-67.75,-77.00,1,0,3,96,0.60
648,-86.74,-99.69,-73.80,0,0,5,95,1.11
649,-88.59,-97.19,-80.00,1,0,3,96,5.85
650,-74.48,-67.97,-81.00,0,0,4,96,0.33
651,-88.65,-96.70,-80.60,0,0,0,100,2.13
652,-86.66,-96.72,-76.60,0,0,2,98,0.24
653,-79.82,-80.24,-79.40,1,1,9,89,1.16
654,-87.66,-93.12,-82.20,0,0,5,95,2.31
655,-84.82,-91.45,-78.20,0,0,0,100,0.02
656,-78.63,-81.66,-75.60,0,0,5,95,3.39
657,-85.89,-86.38,-85.40,0,0,5,95,1.06
658,-91.60,-98.39,-84.80,1,0,4,95,0.49
659,-85.34,-86.08,-84.60,0,1,3,96,0.86
660,-86.91,-97.43,-76.40,0,0,5,95,0.13
661,-90.65,-99.69,-81.60,0,0,3,97,3.17
662,-85.00,-94.41,-75.60,0,0,2,98,4.32
663,-89.05,-95.90,-82.20,0,0,4,96,4.32
664,-82.05,-87.49,-76.60,0,0,3,97,0.88
665,-89.46,-98.91,-80.00,0,0,2,98,2.07
666,-78.33,-78.06,-78.60,1,0,3,96,0.15
667,-88.18,-93.77,-82.60,1,0,3,96,0.40
668,-76.02,-73.43,-78.60,1,1,5,93,0.14
669,-89.36,-98.31,-80.40,0,0,2,98,4.31
670,-84.56,-88.92,-80.20,0,0,5,95,0.80
671,-80.21,-76.62,-83.80,1,0,9,90,0.13
672,-86.48,-98.96,-74.00,2,0,8,90,0.04
673,-84.45,-90.10,-78.80,1,0,6,93,0.52
674,-86.67,-91.53,-81.80,1,0,1,98,0.31
675,-63.59,-53.77,-73.40,1,0,3,96,0.01
676,-83.81,-82.02,-85.60,0,0,5,95,0.62
677,-83.10,-90.20,-76.00,0,0,1,99,3.13
678,-80.39,-84.18,-76.60,1,1,3,95,1.00
679,-84.35,-86.91,-81.80,1,0,3,96,0.73
680,-83.86,-86.12,-81.60,0,0,4,96,1.27
681,-87.59,-99.18,-76.00,0,0,2,98,5.70
682,-86.31,-91.61,-81.00,0,0,5,95,2.28
683,-89.19,-99.38,-79.00,0,0,4,96,2.85
684,-86.40,-97.80,-75.00,0,0,4,96,1.40
685,-80.88,-87.16,-74.60,0,0,0,100,1.62
686,-88.07,-94.54,-81.60,0,0,7,93,0.86
687,-82.68,-86.76,-78.60,1,0,1,98,0.29
688,-88.39,-97.98,-78.80,0,0,5,95,0.26
689,-89.38,-95.17,-83.60,0,0,2,98,3.58
690,-89.42,-99.84,-79.00,1,0,0,99,1.06
691,-86.87,-97.94,-75.80,0,0,2,98,0.43
692,-83.82,-88.45,-79.20,0,0,2,98,1.77
693,-83.06,-89.32,-76.80,0,0,2,98,0.91
694,-81.12,-86.84,-75.40,0,0,4,96,0.02
695,-90.65,-98.10,-83.20,0,0,2,98,0.77
696,-85.87,-88.54,-83.20,0,0,1,99,0.09
697,-89.75,-97.29,-82.20,0,0,2,98,1.01
698,-87.48,-93.37,-81.60,2,0,2,96,1.35
699,-81.89,-85.39,-78.40,0,0,2,98,0.91
700,-87.28,-99.56,-75.00,0,0,6,94,0.10
701,-83.78,-89.35,-78.20,0,0,2,98,0.93
702,-89.34,-95.88,-82.80,0,0,0,100,4.73
703,-82.40,-84.20,-80.60,0,0,1,99,0.64
704,-80.22,-83.83,-76.60,0,0,2,98,1.71
705,-89.16,-98.52,-79.80,0,0,3,97,2.56
706,-88.77,-99.55,-78.00,0,0,4,96,1.63
707,-86.01,-94.43,-77.60,0,0,1,99,2.61
708,-86.53,-94.26,-78.80,0,0,0,100,0.45
709,-75.33,-68.06,-82.60,0,0,2,98,0.28
710,-88.83,-93.46,-84.20,0,0,1,99,3.17
711,-89.24,-99.48,-79.00,0,0,3,97,2.31
712,-80.34,-82.69,-78.00,0,0,0,100,2.26
713,-84.82,-95.03,-74.60,0,0,3,97,0.10
714,-84.44,-97.49,-71.40,0,0,0,100,0.33
715,-79.16,-78.52,-79.80,0,1,0,99,0.36
716,-84.78,-88.57,-81.00,0,1,2,97,1.51
717,-85.48,-90.96,-80.00,1,0,0,99,2.87
718,-89.46,-98.72,-80.20,0,0,5,95,0.11
719,-79.97,-79.14,-80.80,0,0,0,100,0.04
720,-85.22,-95.03,-75.40,0,0,1,99,0.77
721,-88.23,-94.87,-81.60,0,0,3,97,3.79
722,-84.38,-88.15,-80.60,0,0,1,99,0.61
723,-88.12,-98.25,-78.00,1,0,1,98,5.75
724,-87.97,-93.94,-82.00,0,0,1,99,3.19
725,-84.92,-92.64,-77.20,0,0,1,99,0.79
726,-83.39,-88.77,-78.00,1,0,0,99,0.58
727,-91.01,-99.01,-83.00,0,0,0,100,1.42
728,-84.03,-89.65,-78.40,1,0,2,97,1.16
729,-88.29,-96.98,-79.60,0,1,1,98,2.19
730,-77.98,-82.96,-73.00,0,0,3,97,0.86
731,-86.11,-98.43,-73.80,0,0,0,100,0.20
732,-81.87,-86.93,-76.80,1,0,0,99,1.76
733,-83.65,-85.09,-82.20,0,1,1,98,2.50
734,-89.39,-97.77,-81.00,0,0,2,98,3.57
735,-89.59,-99.19,-80.00,1,0,3,96,2.13
736,-75.04,-74.88,-75.20,1,0,3,96,0.24
737,-79.67,-83.93,-75.40,1,0,6,93,0.09
738,-81.72,-84.04,-79.40,0,0,1,99,2.41
739,-87.05,-96.90,-77.20,0,1,4,95,0.55
740,-81.07,-90.15,-72.00,0,0,2,98,1.41
741,-89.75,-99.49,-80.00,0,0,1,99,3.32
742,-80.86,-85.31,-76.40,0,0,3,97,0.76
743,-87.94,-99.29,-76.60,0,0,2,98,1.04
744,-84.54,-91.08,-78.00,0,0,6,94,1.51
745,-89.24,-97.88,-80.60,1,0,5,94,0.73
746,-88.94,-99.07,-78.80,1,1,4,94,1.26
747,-73.52,-71.64,-75.40,1,0,3,96,0.06
748,-87.13,-95.47,-78.80,0,0,1,99,3.78
749,-87.82,-98.63,-77.00,0,0,4,96,1.13
750,-85.20,-97.39,-73.00,1,0,3,96,0.49
751,-89.15,-95.70,-82.60,0,0,7,93,2.20
752,-88.86,-95.92,-81.80,2,0,6,92,0.01
753,-79.53,-78.86,-80.20,0,0,3,97,0.17
754,-89.74,-99.47,-80.00,0,0,6,94,0.19
755,-79.97,-83.74,-76.20,1,0,2,97,0.17
756,-88.39,-95.77,-81.00,1,0,5,94,0.98
757,-83.10,-86.20,-80.00,0,0,6,94,0.39
758,-89.20,-94.00,-84.40,1,0,5,94,0.12
759,-85.70,-97.81,-73.60,0,0,1,99,2.17
760,-83.79,-90.58,-77.00,2,0,0,98,0.02
761,-89.58,-98.35,-80.80,0,0,0,100,0.37
762,-85.05,-88.30,-81.80,1,0,1,98,1.35
763,-84.71,-92.02,-77.40,0,0,5,95,0.04
764,-78.02,-82.63,-73.40,0,0,1,99,0.42
765,-80.65,-80.90,-80.40,0,0,1,99,1.07
766,-91.15,-99.69,-82.60,0,0,1,99,0.46
767,-82.56,-86.52,-78.60,0,1,2,97,0.16
768,-70.12,-59.45,-80.80,0,0,3,97,0.08
769,-89.49,-98.58,-80.40,0,0,1,99,0.98
770,-87.32,-97.44,-77.20,0,0,1,99,1.97
771,-89.28,-98.56,-80.00,0,0,0,100,3.24
772,-87.05,-94.89,-79.20,0,0,4,96,2.03
773,-85.79,-90.18,-81.40,0,0,0,100,4.32
774,-72.89,-67.77,-78.00,0,0,0,100,0.00
775,-78.10,-75.41,-80.80,1,0,4,95,0.24
776,-85.26,-90.72,-79.80,0,0,0,100,1.02
777,-87.90,-97.60,-78.20,0,0,2,98,1.31
778,-89.71,-99.82,-79.60,0,0,0,100,1.70
779,-88.89,-98.98,-78.80,0,0,3,97,0.89
780,-84.84,-97.89,-71.80,0,0,3,97,0.05
781,-79.56,-82.71,-76.40,0,0,1,99,1.73
782,-86.60,-88.41,-84.80,0,0,0,100,0.88
783,-78.00,-81.39,-74.60,0,0,1,99,0.35
784,-85.27,-90.33,-80.20,0,0,1,99,0.04
785,-84.97,-90.94,-79.00,0,1,3,96,0.28
786,-88.93,-99.45,-78.40,0,0,3,97,0.59
787,-83.99,-92.98,-75.00,0,0,1,99,0.96
788,-89.76,-98.73,-80.80,0,0,2,98,0.14
789,-86.45,-99.71,-73.20,0,0,1,99,1.10
790,-85.31,-91.01,-79.60,0,0,0,100,1.10
791,-78.27,-77.14,-79.40,0,0,2,98,0.40
792,-90.45,-99.71,-81.20,0,0,0,100,4.96
793,-88.30,-98.21,-78.40,0,0,1,99,3.04
794,-89.43,-99.66,-79.20,0,0,0,100,1.23
795,-75.88,-70.35,-81.40,0,0,3,97,0.07
796,-85.46,-89.32,-81.60,0,0,0,100,2.24
797,-78.87,-80.33,-77.40,1,0,0,99,0.16
798,-81.72,-79.03,-84.40,1,0,1,98,0.08
799,-87.88,-96.36,-79.40,0,0,0,100,2.00
800,-90.21,-97.03,-83.40,0,0,0,100,3.50
801,-86.86,-94.73,-79.00,0,0,0,100,0.51
802,-77.81,-75.22,-80.40,0,0,1,99,1.11
803,-85.49,-94.38,-76.60,0,0,0,100,6.89
804,-80.77,-87.14,-74.40,1,0,0,99,0.28
805,-67.81,-59.61,-76.00,1,0,1,98,0.00
806,-75.10,-72.60,-77.60,0,0,0,100,0.69
807,-87.76,-99.52,-76.00,1,0,0,99,1.15
808,-91.17,-96.75,-85.60,0,0,0,100,0.77
809,-86.43,-97.27,-75.60,0,0,0,100,1.96
810,-87.81,-96.03,-79.60,0,0,0,100,1.09
811,-79.27,-79.15,-79.40,0,0,1,99,0.30
812,-81.81,-83.83,-79.80,1,0,2,97,1.86
813,-86.61,-98.02,-75.20,0,0,1,99,1.33
814,-86.17,-96.34,-76.00,0,0,0,100,5.21
815,-88.76,-99.13,-78.40,1,0,0,99,1.93
816,-85.28,-94.15,-76.40,1,0,1,98,0.45
817,-80.41,-82.62,-78.20,0,0,0,100,0.22
818,-90.61,-99.43,-81.80,0,0,1,99,1.63
819,-88.48,-96.17,-80.80,0,0,1,99,1.93
820,-84.77,-85.74,-83.80,0,0,1,99,0.70
821,-84.02,-86.03,-82.00,0,0,1,99,0.64
822,-82.86,-81.11,-84.60,0,0,1,99,0.24
823,-89.00,-99.80,-78.20,0,0,1,99,0.43
824,-86.68,-95.56,-77.80,0,0,0,100,1.41
825,-89.51,-95.23,-83.80,0,0,0,100,0.84
826,-89.42,-97.65,-81.20,0,0,0,100,3.47
827,-86.24,-95.08,-77.40,0,0,1,99,0.61
828,-83.50,-92.20,-74.80,0,0,1,99,0.76
829,-87.63,-96.06,-79.20,0,0,0,100,6.58
830,-69.73,-64.27,-75.20,1,0,2,97,0.24
831,-82.27,-85.75,-78.80,0,0,1,99,3.72
832,-85.57,-91.94,-79.20,1,0,0,99,8.20
833,-87.54,-96.08,-79.00,0,0,0,100,2.75
834,-78.62,-77.64,-79.60,0,0,0,100,0.07
835,-84.07,-88.33,-79.80,0,0,0,100,4.59
836,-83.59,-88.58,-78.60,0,0,2,98,0.39
837,-76.17,-78.73,-73.60,0,1,1,98,1.04
838,-88.55,-98.90,-78.20,0,1,2,97,0.29
839,-86.95,-96.90,-77.00,0,0,1,99,2.54
840,-82.22,-83.63,-80.80,1,0,1,98,0.90
841,-88.10,-97.39,-78.80,0,0,0,100,2.96
842,-86.16,-98.53,-73.80,0,0,0,100,5.40
843,-84.19,-94.37,-74.00,1,0,0,99,2.80
844,-89.10,-95.01,-83.20,0,0,0,100,1.82
845,-80.99,-85.17,-76.80,0,0,1,99,0.02
846,-85.28,-91.57,-79.00,0,0,1,99,0.48
847,-67.34,-61.48,-73.20,0,0,2,98,0.03
848,-83.04,-86.29,-79.80,0,1,0,99,0.51
849,-89.50,-98.61,-80.40,0,0,0,100,1.97
850,-88.53,-99.46,-77.60,0,2,0,98,0.71
851,-80.21,-82.43,-78.00,1,0,0,99,0.32
852,-88.77,-98.74,-78.80,0,0,1,99,2.05
853,-84.97,-88.13,-81.80,0,0,1,99,0.22
854,-75.65,-73.09,-78.20,0,1,0,99,1.81
855,-81.61,-86.41,-76.80,0,0,0,100,3.33
856,-84.40,-94.39,-74.40,0,0,1,99,0.95
857,-84.21,-88.02,-80.40,0,0,0,100,0.95
858,-85.64,-93.48,-77.80,0,0,2,98,2.14
859,-86.24,-90.49,-82.00,0,0,1,99,0.89
860,-85.39,-91.57,-79.20,0,0,1,99,0.34
861,-86.14,-91.48,-80.80,0,0,1,99,1.64
862,-88.34,-93.27,-83.40,1,1,1,97,1.75
863,-87.65,-99.10,-76.20,0,0,1,99,0.84
864,-88.18,-92.17,-84.20,0,0,0,100,3.09
865,-85.67,-95.75,-75.60,0,0,1,99,1.99
866,-78.31,-76.63,-80.00,0,0,0,100,0.55
867,-85.01,-92.23,-77.80,0,1,0,99,0.14
868,-88.37,-96.53,-80.20,0,0,1,99,1.29
869,-90.23,-99.06,-81.40,0,0,0,100,1.99
870,-89.87,-99.55,-80.20,0,0,0,100,3.68
871,-80.62,-84.45,-76.80,0,1,1,98,0.46
872,-91.68,-98.16,-85.20,0,0,0,100,0.24
873,-87.74,-95.49,-80.00,0,0,0,100,0.99
874,-91.88,-99.16,-84.60,0,0,0,100,4.39
875,-80.53,-84.47,-76.60,0,0,0,100,0.17
876,-92.41,-99.82,-85.00,0,0,0,100,6.61
877,-88.59,-99.18,-78.00,0,0,0,100,2.56
878,-90.29,-98.58,-82.00,0,0,0,100,0.61
879,-83.93,-87.47,-80.40,0,0,0,100,0.93
880,-90.33,-98.86,-81.80,0,0,0,100,5.22
881,-88.75,-91.71,-85.80,0,0,0,100,3.41
882,-79.26,-75.71,-82.80,1,0,0,99,0.10
883,-87.49,-95.58,-79.40,0,0,0,100,0.62
884,-85.93,-87.67,-84.20,0,0,0,100,0.48
885,-82.30,-86.40,-78.20,0,0,0,100,0.93
886,-86.48,-94.17,-78.80,0,0,0,100,0.96
887,-87.50,-95.79,-79.20,0,0,1,99,0.95
888,-76.82,-72.44,-81.20,0,0,0,100,0.53
889,-85.37,-93.14,-77.60,0,0,0,100,5.19
890,-81.19,-83.99,-78.40,0,0,0,100,0.73
891,-88.48,-98.57,-78.40,0,0,0,100,0.42
892,-90.07,-99.34,-80.80,0,0,0,100,2.11
893,-89.83,-99.65,-80.00,0,0,1,99,4.18
894,-85.65,-93.71,-77.60,0,0,0,100,1.41
895,-83.35,-93.49,-73.20,0,0,0,100,1.17
896,-82.05,-89.10,-75.00,0,0,0,100,2.25
897,-88.08,-98.76,-77.40,0,0,0,100,2.91
898,-83.20,-87.99,-78.40,0,0,1,99,0.68
899,-74.31,-70.82,-77.80,0,0,0,100,0.66
900,-85.27,-91.54,-79.00,0,0,0,100,1.00
901,-80.77,-84.95,-76.60,0,0,0,100,1.49
902,-87.12,-95.85,-78.40,0,0,0,100,1.30
903,-84.31,-88.41,-80.20,0,0,0,100,0.10
904,-76.38,-77.36,-75.40,0,1,0,99,1.03
905,-74.50,-71.00,-78.00,0,0,0,100,0.42
906,-76.36,-71.92,-80.80,0,0,0,100,0.40
907,-81.19,-89.78,-72.60,0,0,0,100,3.67
908,-74.20,-74.59,-73.80,0,0,1,99,0.21
909,-88.08,-99.37,-76.80,0,0,0,100,3.08
910,-84.98,-99.77,-70.20,0,0,1,99,0.83
911,-88.93,-99.86,-78.00,0,0,0,100,3.45
912,-89.34,-92.29,-86.40,0,1,1,98,0.29
913,-87.21,-94.21,-80.20,0,1,0,99,0.35
914,-84.11,-93.02,-75.20,0,0,0,100,1.00
915,-77.22,-74.05,-80.40,0,0,0,100,0.60
916,-87.73,-99.46,-76.00,1,0,0,99,0.60
917,-83.28,-91.37,-75.20,0,0,0,100,0.10
918,-91.51,-99.62,-83.40,1,0,0,99,3.45
919,-81.73,-81.25,-82.20,0,0,1,99,3.76
920,-76.06,-75.71,-76.40,0,0,0,100,0.06
921,-89.02,-93.45,-84.60,0,1,0,99,0.13
922,-86.25,-94.29,-78.20,0,0,0,100,0.68
923,-81.73,-83.25,-80.20,0,0,1,99,0.26
924,-88.83,-99.25,-78.40,0,0,0,100,1.10
925,-81.43,-78.86,-84.00,0,1,0,99,0.60
926,-90.48,-95.76,-85.20,0,1,0,99,1.24
927,-78.60,-79.40,-77.80,0,0,0,100,1.57
928,-88.51,-98.63,-78.40,0,0,0,100,1.87
929,-88.32,-98.44,-78.20,0,0,0,100,0.29
930,-86.83,-95.47,-78.20,0,0,1,99,4.65
931,-82.03,-87.86,-76.20,0,0,0,100,1.16
932,-81.40,-85.21,-77.60,0,0,0,100,0.87
933,-89.29,-98.58,-80.00,0,0,0,100,6.49
934,-77.71,-73.81,-81.60,0,0,0,100,0.01
935,-79.20,-80.59,-77.80,0,0,0,100,0.58
936,-81.19,-90.17,-72.20,0,0,0,100,0.28
937,-85.23,-96.26,-74.20,0,1,0,99,0.28
938,-86.24,-91.68,-80.80,0,0,0,100,5.34
939,-88.82,-97.83,-79.80,0,0,0,100,3.07
940,-86.19,-90.58,-81.80,0,1,0,99,4.59
941,-88.86,-98.53,-79.20,0,0,0,100,4.13
942,-87.26,-96.11,-78.40,0,0,1,99,3.18
943,-82.88,-85.16,-80.60,0,0,0,100,1.01
944,-82.85,-84.51,-81.20,0,0,1,99,0.13
945,-85.60,-97.19,-74.00,0,0,0,100,0.64
946,-86.58,-95.96,-77.20,1,0,0,99,1.48
947,-85.23,-92.85,-77.60,0,0,0,100,0.37
948,-86.35,-94.09,-78.60,1,0,0,99,0.41
949,-87.51,-93.42,-81.60,0,0,0,100,0.14
950,-77.72,-73.64,-81.80,0,0,0,100,0.13
951,-86.72,-93.05,-80.40,0,0,0,100,0.00
952,-81.70,-89.80,-73.60,1,0,1,98,1.92
953,-85.08,-84.15,-86.00,0,0,0,100,0.86
954,-83.42,-86.84,-80.00,0,0,0,100,4.96
955,-76.89,-74.98,-78.80,0,0,0,100,0.05
956,-90.67,-99.53,-81.80,0,0,0,100,2.57
957,-86.68,-96.35,-77.00,0,0,0,100,0.12
958,-84.39,-90.99,-77.80,0,1,0,99,4.14
959,-85.59,-93.78,-77.40,0,0,0,100,1.01
960,-87.20,-96.40,-78.00,0,0,0,100,0.19
