P(SSTP), P(ATCS), P(MDD), P(COVERT), Action, ,SSPT,ATCS,MDD,COVERT,n_tardy,pick_tardy
0.008304416202008724,0.9683122634887695,0.012700311839580536,0.010683154687285423,ATCS,,0,1,0,0,0,False
0.004848545417189598,0.981762170791626,0.007334603928029537,0.006054693832993507,ATCS,,0,2,0,0,0,False
0.0035910014994442463,0.9867079257965088,0.005488445516675711,0.00421258807182312,ATCS,,0,3,0,0,0,False
0.0032017899211496115,0.9884900450706482,0.00474370876327157,0.0035646064206957817,ATCS,,0,4,0,0,0,False
0.0034194537438452244,0.9878013730049133,0.004969710949808359,0.003809332149103284,ATCS,,0,5,0,0,0,False
0.0008256950532086194,0.9979836940765381,0.0008802157244645059,0.0003103814087808132,ATCS,,0,6,0,0,0,False
0.000492808292619884,0.9988666772842407,0.000494759005960077,0.00014574853412341326,ATCS,,0,7,0,0,0,False
0.0006951692048460245,0.9983460903167725,0.0007153914193622768,0.00024337193462997675,ATCS,,0,8,0,0,0,False
0.0010240246774628758,0.9974877834320068,0.0010752230882644653,0.0004130240704398602,ATCS,,0,9,0,0,0,False
0.0036842660047113895,0.9883208870887756,0.005581558216363192,0.0024132125545293093,ATCS,,0,10,0,0,3,False
0.004279616288840771,0.9857419729232788,0.0065866997465491295,0.0033917792607098818,ATCS,,0,11,0,0,3,False
0.0026297091972082853,0.9913215041160583,0.0038768111262470484,0.0021719655487686396,ATCS,,0,12,0,0,3,True
0.0023124241270124912,0.992834210395813,0.0030874530784785748,0.0017659863224253058,ATCS,,0,13,0,0,2,True
0.0017723985947668552,0.9948549270629883,0.0022552814334630966,0.0011172366794198751,ATCS,,0,14,0,0,1,True
0.0035988204181194305,0.987212598323822,0.005550738424062729,0.003637868445366621,ATCS,,0,15,0,0,2,True
0.0033359213266521692,0.9891325831413269,0.0046854387037456036,0.002846075687557459,ATCS,,0,16,0,0,1,True
0.004843810573220253,0.983707845211029,0.0067807999439537525,0.004667520988732576,ATCS,,0,17,0,0,1,True
0.004413689952343702,0.9846940040588379,0.006497322116047144,0.004395050462335348,ATCS,,0,18,0,0,1,True
0.0028363163582980633,0.9898607730865479,0.004160595126450062,0.003142333123832941,ATCS,,0,19,0,0,0,True
