episode, reward, reward_tard, reward_setup, SSPT, ATCS, MDD, COVERT,Average tardy jobs
484,-77.69,-98.98,-56.4,1,88,2,9,5.95
485,-75.67,-99.95,-51.4,0,92,1,7,3.98
486,-75.3,-99.4,-51.2,1,91,0,8,7.32
487,-74.65,-86.9,-62.4,0,87,2,11,1.38
488,-75.13,-93.45,-56.8,3,81,3,13,3.82
489,-77.58,-97.95,-57.2,0,88,0,12,4.53
490,-74.9,-91,-58.8,3,83,3,11,5.17
491,-75.28,-99.37,-51.2,0,92,0,8,5.19
492,-75.8,-98.39,-53.2,1,91,2,6,7.77
493,-74.65,-95.5,-53.8,0,91,1,8,6.73
494,-73.78,-92.56,-55,0,91,2,7,5.29
495,-74.22,-91.44,-57,0,94,0,6,3.79
496,-75.03,-86.86,-63.2,3,77,0,20,0.83
497,-77.34,-97.08,-57.6,1,83,2,14,2.85
498,-73.04,-92.28,-53.8,1,92,1,6,6.86
499,-78.63,-96.27,-61,0,80,0,20,1.84
500,-75.6,-99.2,-52,0,86,1,13,8.46
501,-82.24,-96.68,-67.8,1,69,3,27,1.59
502,-74.03,-98.66,-49.4,0,94,0,6,12.54
503,-74.57,-97.34,-51.8,0,92,1,7,7.21
504,-75.96,-94.13,-57.8,0,79,2,19,4.54
505,-73.74,-95.67,-51.8,0,97,0,3,9.79
506,-81.98,-99.17,-64.8,0,78,1,21,1.4
507,-77.88,-99.76,-56,0,85,1,14,7.09
508,-74.72,-93.45,-56,0,89,1,10,8.38
509,-83.31,-99.01,-67.6,1,67,4,28,0.56
510,-73.5,-87.2,-59.8,0,79,1,20,3.6
511,-70.84,-85.29,-56.4,0,80,1,19,4.99
512,-81.99,-95.98,-68,1,68,3,28,2.67
513,-73.92,-90.23,-57.6,0,79,0,21,6.35
514,-73.08,-92.15,-54,0,83,2,15,7.96
515,-69.63,-82.66,-56.6,1,76,0,23,5.08
516,-74.58,-98.36,-50.8,1,81,3,15,10.66
517,-80.55,-99.31,-61.8,0,70,2,28,5.36
518,-77.5,-99.59,-55.4,1,72,2,25,3.77
519,-77.29,-97.39,-57.2,1,73,2,24,9.26
520,-77.68,-99.75,-55.6,0,81,3,16,6.52
521,-77.21,-93.83,-60.6,1,72,1,26,3.68
522,-74.23,-95.46,-53,0,80,0,20,5.94
523,-79.19,-98.37,-60,3,77,0,20,2.88
524,-73.5,-98.41,-48.6,0,89,0,11,8.75
525,-78.32,-99.65,-57,0,81,0,19,5.13
526,-76.63,-98.86,-54.4,0,91,1,8,10.33
527,-75.1,-94.01,-56.2,0,85,1,14,5.2
528,-77.53,-85.86,-69.2,1,71,3,25,1.17
529,-78.86,-85.12,-72.6,1,69,2,28,0.56
530,-74.68,-94.36,-55,0,83,1,16,3.46
531,-74.93,-99.45,-50.4,0,91,0,9,5.68
532,-78.31,-92.42,-64.2,1,76,2,21,1
533,-75.93,-92.65,-59.2,0,84,1,15,4.77
534,-73.31,-95.21,-51.4,0,89,0,11,7.82
535,-74.01,-92.62,-55.4,0,84,4,12,5.97
536,-73.48,-96.56,-50.4,1,91,1,7,8.51
537,-76.75,-94.31,-59.2,0,82,1,17,3.89
538,-79.55,-99.29,-59.8,3,82,0,15,2.18
539,-72.8,-94,-51.6,0,97,0,3,9.48
540,-74.91,-95.03,-54.8,0,95,1,4,7.26
541,-80.83,-97.05,-64.6,2,75,3,20,0.93
542,-70.02,-90.04,-50,0,93,1,6,8.69
543,-77.21,-89.22,-65.2,0,77,1,22,2.51
544,-74.46,-92.72,-56.2,0,89,2,9,4.9
545,-77.62,-91.64,-63.6,0,83,2,15,2.07
546,-75.84,-99.89,-51.8,0,88,0,12,6.92
547,-72.92,-98.03,-47.8,0,94,0,6,11.54
548,-75.9,-96,-55.8,1,84,1,14,5.01
549,-75.79,-97.19,-54.4,1,88,1,10,4.76
550,-73.04,-95.48,-50.6,0,86,2,12,7.12
551,-76.2,-99.21,-53.2,1,86,0,13,6.13
552,-74.66,-97.71,-51.6,1,93,0,6,6.93
553,-75.85,-98.89,-52.8,1,95,2,2,10.39
554,-70.8,-84.6,-57,0,87,0,13,4.64
555,-72.33,-84.27,-60.4,0,92,0,8,4.6
556,-73.87,-98.94,-48.8,0,95,0,5,12.63
557,-71.05,-95.1,-47,0,98,0,2,11.06
558,-79.3,-99.6,-59,2,90,2,6,4.66
559,-71.8,-84.39,-59.2,1,89,3,7,2.71
560,-72.27,-93.35,-51.2,1,93,1,5,4.95
561,-72.9,-88.01,-57.8,1,87,0,12,3.58
562,-75.9,-99.2,-52.6,0,95,1,4,10.43
563,-71.56,-94.12,-49,1,97,1,1,9.52
564,-73.09,-91.99,-54.2,0,97,1,2,5.16
565,-78.17,-97.74,-58.6,0,91,2,7,3.16
566,-72.29,-84.99,-59.6,0,98,0,2,3.82
567,-76,-98.19,-53.8,0,96,0,4,5.57
568,-74.76,-99.52,-50,0,95,0,5,7.41
569,-80.31,-97.22,-63.4,1,92,2,5,2.63
570,-68.64,-88.69,-48.6,0,98,1,1,7.09
571,-75.16,-93.71,-56.6,0,94,1,5,5.11
572,-69.67,-94.15,-45.2,0,97,1,2,11.4
573,-73.97,-90.54,-57.4,0,93,1,6,3.12
574,-71.49,-93.98,-49,0,99,0,1,10.35
575,-75.59,-99.57,-51.6,1,95,1,3,6.74
576,-72.2,-96.6,-47.8,0,92,0,8,6.19
577,-74.51,-99.82,-49.2,0,97,0,3,6.92
578,-69.94,-89.89,-50,1,96,1,2,5.34
579,-70.73,-91.66,-49.8,0,97,0,3,6.89
580,-70.77,-86.53,-55,1,92,1,6,1.58
581,-75.28,-96.96,-53.6,1,95,0,4,5.43
582,-72.93,-99.66,-46.2,0,95,0,5,6.33
583,-73.4,-98.39,-48.4,0,97,0,3,9.58
584,-77.46,-99.51,-55.4,0,92,2,6,3.26
585,-72.22,-93.03,-51.4,0,92,0,8,6.16
586,-79.35,-96.09,-62.6,1,86,3,10,1.29
587,-72.73,-92.47,-53,0,95,1,4,4.76
588,-75.28,-91.56,-59,0,84,1,15,4.43
589,-75.76,-99.71,-51.8,0,91,0,9,10.55
590,-72.92,-86.84,-59,0,85,0,15,5.48
591,-77.68,-99.37,-56,0,89,0,11,5.45
592,-79.39,-99.77,-59,1,81,1,17,2.54
593,-76.3,-92.21,-60.4,1,84,0,15,2.42
594,-75.37,-99.74,-51,0,93,1,6,11.04
595,-73.86,-96.93,-50.8,1,86,1,12,6.82
596,-77.29,-89.79,-64.8,1,78,1,20,1.34
597,-77.31,-96.01,-58.6,1,82,0,17,6.04
598,-71.52,-89.84,-53.2,0,83,0,17,5.91
599,-75.99,-91.38,-60.6,0,75,2,23,3.48
600,-75.31,-97.62,-53,0,92,0,8,7.73
601,-73.09,-89.59,-56.6,2,86,1,11,4.02
602,-72.47,-92.33,-52.6,0,87,0,13,6.92
603,-82.5,-97.6,-67.4,1,72,3,24,4.04
604,-78.11,-99.43,-56.8,0,84,2,14,5.23
605,-73.5,-83.21,-63.8,1,79,0,20,0.61
606,-74.5,-95.61,-53.4,0,89,1,10,4.44
607,-69.43,-90.45,-48.4,1,93,0,6,10.81
608,-70.35,-88.7,-52,0,93,0,7,5.99
609,-76.83,-99.46,-54.2,0,92,0,8,7.7
610,-74.13,-92.26,-56,0,89,1,10,4.2
611,-76.12,-93.05,-59.2,0,90,0,10,6.32
612,-77.16,-98.12,-56.2,0,88,1,11,3.4
613,-83.84,-99.09,-68.6,1,86,2,11,0.91
614,-78.13,-99.65,-56.6,0,91,1,8,5.87
615,-76.55,-99.69,-53.4,1,94,0,5,5.65
616,-72.77,-95.74,-49.8,1,94,0,5,4.61
617,-70,-85.21,-54.8,1,93,0,6,7.09
618,-75.89,-97.17,-54.6,1,92,0,7,8.69
619,-75.66,-99.71,-51.6,1,90,0,9,4.43
620,-78.75,-91.9,-65.6,2,83,1,14,1.95
621,-72.58,-82.16,-63,0,90,0,10,1.07
622,-76.03,-95.46,-56.6,0,90,1,9,4.32
623,-72.61,-90.01,-55.2,1,84,1,14,2.56
624,-74.94,-98.08,-51.8,0,92,1,7,4.7
625,-75.38,-96.76,-54,0,87,0,13,5.9
626,-76.84,-98.27,-55.4,0,93,1,6,5.04
627,-75.9,-90.2,-61.6,0,89,1,10,4.21
628,-73.74,-99.27,-48.2,1,92,0,7,7.66
629,-77.34,-99.68,-55,0,95,1,4,8.47
630,-77.94,-97.87,-58,0,84,0,16,2.34
631,-78.49,-99.19,-57.8,0,84,2,14,5.13
632,-72.69,-92.18,-53.2,1,84,1,14,5.21
633,-73.8,-93.8,-53.8,1,92,0,7,7.88
634,-78.03,-99.06,-57,1,86,1,12,4.52
635,-74.05,-99.91,-48.2,0,92,0,8,9.74
636,-73.27,-91.74,-54.8,1,94,0,5,7.36
637,-70.42,-87.83,-53,0,94,0,6,6.63
638,-78.03,-95.26,-60.8,2,78,2,18,1.71
639,-76.47,-85.34,-67.6,0,78,0,22,4.18
640,-74.35,-96.91,-51.8,0,94,1,5,7.08
641,-72.87,-92.55,-53.2,2,93,0,5,9.95
642,-73.13,-99.47,-46.8,0,97,1,2,13.48
643,-72.19,-82.57,-61.8,4,82,0,14,1.57
644,-78.25,-99.09,-57.4,0,85,1,14,3.56
645,-74.43,-98.65,-50.2,0,96,0,4,5.7
646,-76.03,-97.86,-54.2,1,93,1,5,5.43
647,-73.33,-97.87,-48.8,0,96,0,4,8.51
648,-72.98,-95.16,-50.8,1,97,0,2,11.49
649,-68.56,-85.32,-51.8,0,97,1,2,5.6
650,-75.34,-89.48,-61.2,0,90,0,10,1.36
651,-71.18,-91.56,-50.8,0,97,1,2,4.08
652,-80.69,-98.17,-63.2,1,95,1,3,1.25
653,-74.75,-98.51,-51,0,97,1,2,7.7
654,-79.51,-98.02,-61,0,95,0,5,0.92
655,-72.96,-94.12,-51.8,0,100,0,0,8.76
656,-79.04,-99.29,-58.8,2,96,0,2,3.38
657,-74.29,-94.98,-53.6,0,98,0,2,5.38
658,-74.65,-96.49,-52.8,0,100,0,0,7.07
659,-70.79,-95.19,-46.4,0,99,0,1,8.66
660,-74.64,-93.88,-55.4,0,96,0,4,5.45
661,-78.6,-98.8,-58.4,1,98,1,0,2.64
662,-72.39,-91.98,-52.8,0,99,0,1,7.28
663,-82.93,-96.66,-69.2,0,97,0,3,2.08
664,-75.19,-94.58,-55.8,0,100,0,0,1.85
665,-74.61,-95.41,-53.8,1,97,2,0,2.5
666,-71.62,-93.24,-50,0,99,0,1,6.09
667,-73.15,-86.5,-59.8,0,100,0,0,2.69
668,-74.64,-96.08,-53.2,0,97,1,2,5.04
669,-71.57,-91.13,-52,0,99,0,1,7.3
670,-73.82,-95.64,-52,0,99,0,1,7.56
671,-70.97,-88.53,-53.4,0,95,0,5,3.25
672,-68.87,-89.13,-48.6,0,100,0,0,12.34
673,-73.85,-99.69,-48,0,98,0,2,7.96
674,-75.13,-91.25,-59,0,100,0,0,5.12
675,-74.89,-96.77,-53,0,98,0,2,5.84
676,-70.4,-93.59,-47.2,0,100,0,0,8.26
677,-73.42,-99.64,-47.2,0,99,0,1,8.18
678,-74.23,-94.85,-53.6,2,97,0,1,4.53
679,-70.1,-87.4,-52.8,0,99,0,1,6.14
680,-78.78,-99.75,-57.8,0,100,0,0,3.43
681,-75.55,-99.9,-51.2,1,99,0,0,5.99
682,-74.34,-96.69,-52,1,99,0,0,8.88
683,-77.24,-99.68,-54.8,0,98,1,1,5.5
684,-74.1,-96.99,-51.2,0,100,0,0,6.66
685,-75.8,-98.21,-53.4,0,99,1,0,6.26
686,-80.52,-98.84,-62.2,0,100,0,0,6.49
687,-79.87,-98.55,-61.2,1,94,1,4,2.5
688,-69.52,-89.85,-49.2,1,99,0,0,8.08
689,-75.29,-94.19,-56.4,0,98,0,2,3.02
690,-70.86,-88.32,-53.4,0,100,0,0,6.78
691,-75.53,-94.06,-57,0,98,0,2,4.66
692,-74.41,-93.02,-55.8,0,99,0,1,6.17
693,-79.04,-99.09,-59,0,98,1,1,3.14
694,-76.06,-94.92,-57.2,1,98,1,0,2.03
695,-76.81,-93.81,-59.8,1,97,1,1,4.24
696,-69,-85.2,-52.8,0,95,1,4,5.78
697,-73.33,-99.65,-47,1,98,0,1,8.56
698,-78.15,-98.29,-58,0,97,0,3,5.63
699,-68.24,-85.27,-51.2,0,97,0,3,5.79
700,-71.36,-93.32,-49.4,0,100,0,0,9.9
701,-71.89,-85.18,-58.6,1,97,0,2,1.08
702,-77.91,-95.01,-60.8,0,98,1,1,3.91
703,-74.9,-98.8,-51,0,100,0,0,5.6
704,-77.1,-96.39,-57.8,2,96,0,2,4.54
705,-74.36,-94.52,-54.2,0,98,0,2,6.96
706,-77.72,-99.23,-56.2,1,97,2,0,4.68
707,-69.19,-83.58,-54.8,2,97,0,1,6.35
708,-73.59,-95.78,-51.4,0,99,0,1,7.32
709,-74.26,-94.52,-54,1,96,1,2,4.48
710,-70.99,-87.77,-54.2,0,98,1,1,4.15
711,-72.13,-86.87,-57.4,0,96,0,4,5.08
712,-74.38,-93.57,-55.2,1,99,0,0,6.57
713,-72.08,-90.75,-53.4,0,97,1,2,3.76
714,-71,-93.61,-48.4,0,100,0,0,8.83
715,-83.29,-96.39,-70.2,0,98,0,2,0.46
716,-79.64,-96.47,-62.8,1,95,2,2,2.57
717,-80.99,-99.37,-62.6,0,99,0,1,4.26
718,-76.8,-98.41,-55.2,0,100,0,0,5.67
719,-74.38,-95.55,-53.2,0,100,0,0,4.58
720,-79.16,-95.52,-62.8,1,95,1,3,4.19
721,-76.29,-98.19,-54.4,0,97,0,3,4.42
722,-74.94,-97.67,-52.2,1,98,1,0,8.48
723,-75.26,-96.32,-54.2,0,100,0,0,3.55
724,-71.6,-92.21,-51,1,99,0,0,6.9
725,-72.3,-96.21,-48.4,0,100,0,0,5.37
726,-77.63,-88.66,-66.6,0,95,3,2,2.05
727,-77.68,-99.56,-55.8,0,99,0,1,6.44
728,-75.29,-96.37,-54.2,0,99,1,0,10.38
729,-80.52,-99.24,-61.8,1,97,0,2,2.58
730,-76.14,-92.49,-59.8,0,98,1,1,2.29
731,-76.25,-99.71,-52.8,1,97,0,2,3.62
732,-76,-90.19,-61.8,0,99,0,1,0.58
733,-71.25,-94.11,-48.4,0,99,0,1,9.4
734,-77.26,-98.91,-55.6,2,98,0,0,6.42
735,-74.82,-97.65,-52,0,98,0,2,8.2
736,-73.78,-93.95,-53.6,0,99,1,0,3.28
737,-72.98,-99.57,-46.4,0,99,0,1,15.46
738,-73.51,-96.62,-50.4,0,100,0,0,4.95
739,-75.02,-99.84,-50.2,0,99,1,0,5.77
740,-69.12,-83.24,-55,0,100,0,0,2.08
741,-79.99,-99.79,-60.2,0,99,1,0,4.27
742,-73.02,-92.03,-54,0,100,0,0,3.87
743,-75.41,-98.23,-52.6,0,100,0,0,4.9
744,-76.52,-98.84,-54.2,0,99,0,1,4.7
745,-70.38,-91.76,-49,0,100,0,0,8.74
746,-77.71,-96.82,-58.6,0,98,0,2,2.03
747,-71.89,-86.18,-57.6,0,100,0,0,2.16
748,-75.34,-97.27,-53.4,0,100,0,0,7.15
749,-74.89,-99.59,-50.2,0,100,0,0,9.04
750,-74.95,-97.09,-52.8,0,98,0,2,5.26
751,-75.58,-99.36,-51.8,0,100,0,0,4.13
752,-74.99,-88.98,-61,0,98,1,1,1.44
753,-74.69,-98.57,-50.8,0,100,0,0,2.23
754,-74.91,-90.22,-59.6,0,100,0,0,2.54
755,-78.11,-92.21,-64,1,98,0,1,1.16
756,-72.6,-96,-49.2,0,100,0,0,7.52
757,-75.99,-99.37,-52.6,0,100,0,0,12.52
758,-73.37,-92.55,-54.2,0,100,0,0,5.22
759,-80.65,-98.9,-62.4,1,98,0,1,3.39
760,-71.71,-91.61,-51.8,1,99,0,0,4.09
761,-75.16,-94.92,-55.4,0,98,2,0,3.01
762,-72.37,-95.34,-49.4,0,100,0,0,7.02
763,-74.32,-93.04,-55.6,0,99,0,1,3.25
764,-82.48,-99.15,-65.8,0,97,0,3,2.41
765,-71.9,-93.01,-50.8,0,100,0,0,6.72
766,-74.92,-99.43,-50.4,0,100,0,0,10.4
767,-70.52,-89.85,-51.2,1,99,0,0,5.08
768,-73.4,-95,-51.8,0,100,0,0,6.29
769,-76.53,-93.85,-59.2,0,99,1,0,1.2
770,-70.44,-86.69,-54.2,0,100,0,0,6.16
771,-74.84,-93.07,-56.6,0,100,0,0,5.38
772,-69.24,-82.47,-56,0,99,0,1,3.62
773,-80.81,-95.61,-66,0,100,0,0,0.69
774,-72.95,-85.89,-60,0,100,0,0,0.92
775,-70.98,-88.96,-53,1,99,0,0,5.15
776,-77.62,-99.85,-55.4,0,100,0,0,3.21
777,-78.64,-99.28,-58,0,98,1,1,4.4
778,-70.85,-91.91,-49.8,0,100,0,0,6.62
779,-73.98,-98.36,-49.6,0,100,0,0,6.68
780,-74.35,-98.51,-50.2,1,97,1,1,4.67
781,-73.59,-97.58,-49.6,0,99,0,1,9.43
782,-74.78,-92.36,-57.2,0,99,1,0,2.6
783,-72.26,-98.33,-46.2,0,100,0,0,7.39
784,-77.49,-95.79,-59.2,0,100,0,0,1.91
785,-75.06,-99.91,-50.2,0,100,0,0,13.17
786,-76.32,-99.64,-53,0,99,0,1,6.99
787,-75.7,-98.99,-52.4,0,99,0,1,9.99
788,-72.88,-97.16,-48.6,0,98,1,1,7.29
789,-75.48,-99.36,-51.6,0,99,1,0,5.32
790,-72.14,-96.09,-48.2,1,99,0,0,9.97
791,-73.38,-96.37,-50.4,0,100,0,0,7.13
792,-77.32,-99.84,-54.8,0,97,1,2,7.12
793,-71.73,-91.07,-52.4,0,100,0,0,9.99
794,-74.56,-98.72,-50.4,0,100,0,0,6.75
795,-71.3,-92.2,-50.4,1,97,0,2,7.79
796,-73.04,-94.88,-51.2,0,100,0,0,10.28
797,-71.78,-90.37,-53.2,0,100,0,0,3.48
798,-82.69,-99.78,-65.6,1,99,0,0,0.63
799,-74.42,-99.64,-49.2,0,100,0,0,6.02
800,-73.39,-87.17,-59.6,0,100,0,0,2.49
801,-74.5,-96.4,-52.6,0,100,0,0,7.53
802,-76.71,-99.62,-53.8,0,100,0,0,4.33
803,-74.95,-99.31,-50.6,0,100,0,0,4
804,-70.87,-90.94,-50.8,0,100,0,0,5.55
805,-74.09,-98.58,-49.6,0,100,0,0,9.95
806,-75.47,-98.55,-52.4,0,100,0,0,9.34
807,-77.25,-99.11,-55.4,0,99,0,1,5.68
808,-74.46,-99.53,-49.4,0,100,0,0,12.24
809,-79.81,-97.42,-62.2,0,98,1,1,2.66
810,-69.23,-88.66,-49.8,1,99,0,0,6.79
811,-73.91,-91.62,-56.2,0,97,0,3,2.68
812,-75.28,-95.16,-55.4,0,99,1,0,1.67
813,-68.07,-84.73,-51.4,0,99,1,0,8.32
814,-72.15,-86.5,-57.8,0,100,0,0,2.26
815,-74.25,-99.11,-49.4,0,100,0,0,6.95
816,-74.8,-94.6,-55,0,100,0,0,4.88
817,-75.6,-99.4,-51.8,1,97,1,1,7.35
818,-71.15,-88.7,-53.6,0,100,0,0,7.89
819,-74.32,-93.05,-55.6,0,99,1,0,5.25
820,-71.26,-90.32,-52.2,0,100,0,0,4.91
821,-74.74,-97.69,-51.8,0,100,0,0,6.14
822,-76.47,-99.33,-53.6,0,100,0,0,7.37
823,-74.2,-99.39,-49,0,99,1,0,7.48
824,-70.25,-90.5,-50,0,100,0,0,7.11
825,-73.8,-96.79,-50.8,0,100,0,0,4.38
826,-76.75,-97.5,-56,0,100,0,0,1.85
827,-75.6,-95.39,-55.8,0,100,0,0,4.26
828,-82.38,-98.17,-66.6,1,98,1,0,0.99
829,-76.75,-99.1,-54.4,0,100,0,0,7.53
830,-72.18,-93.35,-51,0,100,0,0,10.15
831,-75.98,-99.16,-52.8,1,99,0,0,3.79
832,-72.44,-93.48,-51.4,0,100,0,0,9.13
833,-74.25,-91.69,-56.8,0,100,0,0,5.11
834,-77.82,-98.63,-57,0,100,0,0,4.81
835,-73.04,-96.87,-49.2,0,100,0,0,5.83
836,-71.62,-94.44,-48.8,0,100,0,0,7.17
837,-74.85,-97.91,-51.8,1,99,0,0,6.07
838,-77.41,-99.83,-55,0,98,1,1,6.11
839,-72.19,-87.57,-56.8,0,98,1,1,3.67
840,-71.63,-92.86,-50.4,0,99,0,1,5.29
841,-76.56,-94.32,-58.8,0,99,0,1,4.82
842,-77.32,-94.43,-60.2,0,99,0,1,4.52
843,-71.67,-94.54,-48.8,0,99,1,0,6.57
844,-73.7,-96,-51.4,0,100,0,0,3.61
845,-74.52,-93.83,-55.2,0,100,0,0,4.02
846,-73.41,-92.22,-54.6,0,100,0,0,5.2
847,-73.18,-97.37,-49,0,100,0,0,8.61
848,-78.64,-99.89,-57.4,0,100,0,0,4.92
849,-73.75,-95.7,-51.8,0,100,0,0,4.83
850,-80.42,-99.23,-61.6,0,100,0,0,1.33
851,-74.71,-92.62,-56.8,0,100,0,0,3.09
852,-72.87,-90.94,-54.8,0,100,0,0,5.4
853,-68.83,-89.45,-48.2,0,100,0,0,6.35
854,-76.11,-99.83,-52.4,0,99,0,1,3.01
855,-78.02,-95.25,-60.8,0,100,0,0,2.32
856,-75.6,-97,-54.2,0,99,1,0,6.41
857,-71.18,-90.55,-51.8,0,100,0,0,5.58
858,-70.56,-78.72,-62.4,0,100,0,0,1.79
859,-68.62,-87.24,-50,0,100,0,0,6.71
860,-77.32,-92.65,-62,0,100,0,0,2.85
861,-73.95,-94.7,-53.2,0,99,1,0,6.99
862,-74.52,-98.83,-50.2,1,98,1,0,4.92
863,-73.93,-97.87,-50,0,100,0,0,12.49
864,-68.19,-85.18,-51.2,0,100,0,0,9.8
865,-70.75,-86.1,-55.4,0,98,1,1,4.45
866,-73.49,-92.18,-54.8,0,100,0,0,6.08
867,-76,-98.8,-53.2,0,100,0,0,5.11
868,-70.64,-93.88,-47.4,0,100,0,0,10.18
869,-73.44,-98.68,-48.2,0,100,0,0,9.22
870,-69.3,-87.21,-51.4,0,100,0,0,4.24
871,-74.26,-98.93,-49.6,0,100,0,0,9
872,-75.38,-94.96,-55.8,1,99,0,0,5.49
873,-75.1,-97.99,-52.2,0,100,0,0,3.79
874,-74.6,-95.61,-53.6,0,100,0,0,7.8
875,-74.8,-99,-50.6,0,100,0,0,6.68
876,-75.56,-98.52,-52.6,0,99,0,1,6.31
877,-70.88,-82.95,-58.8,0,100,0,0,1.5
878,-76.45,-90.71,-62.2,0,100,0,0,0.81
879,-70.09,-80.18,-60,0,100,0,0,1.78
880,-78.37,-99.73,-57,0,99,0,1,10.27
881,-73.84,-98.08,-49.6,0,100,0,0,8.08
882,-73.19,-93.57,-52.8,1,99,0,0,5.87
883,-76.64,-97.27,-56,0,100,0,0,2.94
884,-76.02,-99.44,-52.6,0,100,0,0,3.41
885,-75.38,-95.16,-55.6,0,98,1,1,5.27
886,-75.13,-91.06,-59.2,0,100,0,0,1.51
887,-77.6,-98.19,-57,0,99,0,1,5.29
888,-71.51,-92.03,-51,0,100,0,0,6.44
889,-76.45,-98.91,-54,0,100,0,0,4.51
890,-75.74,-96.49,-55,0,100,0,0,1.62
891,-73.78,-90.77,-56.8,0,100,0,0,1.05
892,-77.16,-99.32,-55,1,99,0,0,6.04
893,-72.97,-99.94,-46,0,100,0,0,12.54
894,-72.53,-99.46,-45.6,0,100,0,0,11.07
895,-71.84,-89.47,-54.2,0,100,0,0,3.97
896,-73.78,-99.15,-48.4,0,100,0,0,8.45
897,-75.28,-98.96,-51.6,0,99,0,1,4.62
898,-73.2,-98.8,-47.6,0,100,0,0,8.22
899,-76.98,-95.77,-58.2,0,100,0,0,2.53
900,-74.71,-97.81,-51.6,0,99,1,0,8.46
901,-76.74,-99.48,-54,0,100,0,0,3.92
902,-76.62,-98.85,-54.4,0,100,0,0,4.18
903,-70.67,-88.94,-52.4,0,100,0,0,3.66
904,-77.29,-98.97,-55.6,1,99,0,0,5.05
905,-68.54,-87.07,-50,1,99,0,0,3.56
906,-72.6,-84,-61.2,0,100,0,0,0.95
907,-80.51,-98.63,-62.4,0,100,0,0,3.39
908,-75.43,-99.65,-51.2,0,100,0,0,3.56
909,-71.05,-89.9,-52.2,0,100,0,0,3.79
910,-75.17,-99.33,-51,0,100,0,0,5.34
911,-75,-92,-58,0,100,0,0,2.04
912,-73.35,-93.7,-53,0,100,0,0,5.56
913,-70.04,-90.09,-50,0,100,0,0,6.62
914,-76.63,-98.86,-54.4,0,100,0,0,2.21
915,-72.42,-94.43,-50.4,0,100,0,0,10.17
916,-75.25,-85.91,-64.6,0,100,0,0,2.89
917,-72.29,-95.38,-49.2,0,99,1,0,10.78
918,-69.82,-93.45,-46.2,0,100,0,0,10.98
919,-73.03,-98.65,-47.4,0,100,0,0,9.22
920,-72.12,-91.43,-52.8,0,100,0,0,10.13
921,-69.92,-84.64,-55.2,0,100,0,0,3.35
922,-73.32,-94.23,-52.4,1,98,0,1,7.37
923,-75.53,-96.46,-54.6,0,99,0,1,7.91
924,-75.87,-93.95,-57.8,0,99,1,0,1.7
925,-73.98,-96.36,-51.6,0,99,1,0,5.79
926,-77.18,-99.16,-55.2,0,100,0,0,5.79
927,-75.06,-99.11,-51,0,100,0,0,5.06
928,-70.42,-82.84,-58,0,100,0,0,2.61
929,-70.96,-93.71,-48.2,0,100,0,0,10.8
930,-77.21,-92.82,-61.6,1,98,0,1,1.21
931,-74.74,-93.69,-55.8,0,100,0,0,2.83
932,-74.79,-99.57,-50,0,99,1,0,11.54
933,-75.93,-99.66,-52.2,0,100,0,0,6.78
934,-74.52,-90.05,-59,0,100,0,0,1.69
935,-77.24,-99.87,-54.6,0,100,0,0,8.89
936,-75.45,-99.9,-51,0,100,0,0,8.6
937,-74.97,-99.14,-50.8,0,100,0,0,10.78
938,-73.09,-92.98,-53.2,0,100,0,0,5.79
939,-76.29,-89.38,-63.2,0,100,0,0,0.75
940,-73.1,-94.79,-51.4,0,100,0,0,9.2
941,-72.44,-92.29,-52.6,0,100,0,0,8.44
942,-71.26,-94.72,-47.8,0,100,0,0,6.91
943,-77.92,-99.24,-56.6,0,100,0,0,5.57
944,-74.11,-86.61,-61.6,0,100,0,0,2.32
945,-70.29,-96.59,-44,0,100,0,0,10.67
946,-71.05,-78.3,-63.8,0,100,0,0,1.06
947,-80.09,-99.59,-60.6,0,99,1,0,2.24
948,-76.46,-99.71,-53.2,0,100,0,0,3.38
949,-74.77,-99.13,-50.4,0,100,0,0,6.78
950,-70.73,-93.07,-48.4,0,100,0,0,10.42
951,-80.58,-97.35,-63.8,0,99,1,0,1.66
952,-74.25,-89.3,-59.2,0,99,0,1,5.22
953,-74.54,-99.48,-49.6,0,99,1,0,11.79
954,-76.95,-95.3,-58.6,1,98,0,1,3.42
955,-70.91,-93.02,-48.8,0,100,0,0,7.99
956,-78.31,-99.82,-56.8,0,100,0,0,3.61
957,-76.06,-94.52,-57.6,0,100,0,0,2.3
958,-75.08,-83.76,-66.4,0,100,0,0,0.71
959,-78.34,-98.88,-57.8,0,100,0,0,7.08
960,-76.45,-99.29,-53.6,0,100,0,0,3.81
961,-73.42,-98.84,-48,0,100,0,0,10.91
962,-77.89,-99.18,-56.6,2,95,1,2,3.17
963,-73,-97.2,-48.8,0,100,0,0,12.65
964,-72.54,-96.88,-48.2,0,100,0,0,11.37
965,-72.77,-89.93,-55.6,1,98,1,0,4.48
966,-77.5,-99.8,-55.2,0,100,0,0,2.98
967,-73.03,-96.46,-49.6,0,100,0,0,13.89
968,-71.44,-95.69,-47.2,0,100,0,0,13.15
969,-69.99,-90.78,-49.2,1,99,0,0,4.94
970,-73.56,-95.93,-51.2,0,100,0,0,8.29
971,-74.4,-99.19,-49.6,0,99,0,1,9.68
972,-71.36,-91.53,-51.2,0,100,0,0,6.24
